#Extended Data Table 4. Differentially H3K27ac acetylated loci between 2nd and 3rd trimester CTBs														
	seqnames	start	end	width	strand	Conc	Conc_second.CTB	Conc_third.CTB	Fold	absFC	p.value	FDR	nglogP	nglogFDR
15365	chr21	34747186	34750556	3371	*	8.13	8.98	5.79	3.19	3.19	1.40E-06	6.30E-06	5.853871964	5.200659451
16298	chr3	23751217	23753092	1876	*	8.12	8.97	5.79	3.19	3.19	3.26E-06	1.26E-05	5.4867824	4.899629455
19790	chr5	125543902	125545389	1488	*	8.33	5.99	9.18	-3.19	3.19	8.12E-06	2.70E-05	5.090443971	4.568636236
5442	chr12	21790327	21795260	4934	*	8.15	5.81	9	-3.19	3.19	9.25E-06	3.02E-05	5.033858267	4.519993057
6842	chr13	49253054	49256048	2995	*	8.71	9.56	6.37	3.19	3.19	1.17E-05	3.68E-05	4.931814138	4.434152181
10063	chr17	26142954	26146999	4046	*	9.07	9.92	6.73	3.19	3.19	1.49E-05	4.54E-05	4.826813732	4.342944147
15453	chr21	40274194	40277463	3270	*	9.71	7.37	10.56	-3.19	3.19	4.59E-05	0.00012	4.338187314	3.920818754
6500	chr12	130686389	130690051	3663	*	8.72	6.38	9.57	-3.19	3.19	0.000163	0.000367	3.787812396	3.435333936
5821	chr12	56784904	56786510	1607	*	8.05	8.91	5.7	3.2	3.2	8.93E-12	7.66E-10	11.04914854	9.11577123
10202	chr17	34939488	34941682	2195	*	8.67	9.52	6.32	3.2	3.2	1.65E-09	3.58E-08	8.782516056	7.446116973
15036	chr20	48229558	48232260	2703	*	9.15	10	6.8	3.2	3.2	7.41E-09	1.08E-07	8.130181792	6.966576245
16184	chr3	12275928	12278397	2470	*	8.11	5.77	8.96	-3.2	3.2	1.88E-07	1.27E-06	6.725842151	5.896196279
6337	chr12	115413706	115415336	1631	*	8.26	9.11	5.91	3.2	3.2	1.56E-06	6.87E-06	5.806875402	5.163043263
18957	chr4	186970220	186973724	3505	*	8.87	6.52	9.72	-3.2	3.2	1.89E-05	5.58E-05	4.723538196	4.253365801
17841	chr4	4006896	4009592	2697	*	8.49	9.34	6.14	3.2	3.2	2.71E-05	7.57E-05	4.567030709	4.12090412
15659	chr22	23205294	23206930	1637	*	8.45	6.1	9.3	-3.2	3.2	3.50E-05	9.46E-05	4.455931956	4.024108864
13133	chr2	54856567	54859272	2706	*	9.27	10.12	6.93	3.2	3.2	5.94E-05	0.00015	4.226213555	3.823908741
14234	chr2	207659648	207663485	3838	*	8.43	6.08	9.28	-3.2	3.2	0.000146	0.000334	3.835647144	3.476253533
7612	chr14	71173659	71178150	4492	*	9.12	6.77	9.97	-3.2	3.2	0.000158	0.000359	3.801342913	3.444905551
9090	chr16	22136108	22137582	1475	*	8.17	9.02	5.82	3.2	3.2	0.000875	0.00167	3.057991947	2.777283529
14256	chr2	210232767	210234683	1917	*	8.05	5.69	8.9	-3.21	3.21	1.00E-10	4.46E-09	10	8.350665141
14348	chr2	219338331	219339720	1390	*	8.57	9.42	6.21	3.21	3.21	8.78E-10	2.18E-08	9.056505484	7.661543506
16926	chr3	105475494	105478202	2709	*	8.87	9.72	6.51	3.21	3.21	1.69E-08	1.97E-07	7.772113295	6.705533774
16216	chr3	13861565	13864350	2786	*	9.25	10.1	6.89	3.21	3.21	2.10E-07	1.38E-06	6.677780705	5.860120914
22310	chr7	32706590	32709522	2933	*	8.65	9.5	6.29	3.21	3.21	6.84E-07	3.52E-06	6.164943898	5.453457337
412	chr1	25891216	25896090	4875	*	9.27	6.91	10.13	-3.21	3.21	5.23E-06	1.86E-05	5.281498311	4.730487056
23086	chr7	128082240	128086034	3795	*	9.13	6.77	9.98	-3.21	3.21	2.42E-05	6.86E-05	4.616184634	4.163675884
7771	chr14	89814770	89816910	2141	*	8.86	9.71	6.5	3.21	3.21	4.31E-05	0.000113	4.36552273	3.946921557
10191	chr17	33617854	33620298	2445	*	8.36	9.21	6.01	3.21	3.21	4.63E-05	0.000121	4.334419009	3.91721463
4265	chr11	34247332	34250839	3508	*	8.44	9.29	6.08	3.21	3.21	6.35E-05	0.00016	4.197226275	3.795880017
14091	chr2	191219904	191225642	5739	*	9.49	7.13	10.34	-3.22	3.22	2.94E-12	3.19E-10	11.53165267	9.496209317
13573	chr2	106207100	106209787	2688	*	9.46	10.31	7.1	3.22	3.22	1.67E-09	3.62E-08	8.777283529	7.441291429
22829	chr7	99990431	99992673	2243	*	8.14	8.99	5.77	3.22	3.22	6.97E-09	1.04E-07	8.156767222	6.982966661
2479	chr1	229356098	229358077	1980	*	8.36	6	9.22	-3.22	3.22	8.47E-09	1.20E-07	8.07211659	6.920818754
18767	chr4	159096735	159100266	3532	*	8.57	6.2	9.42	-3.22	3.22	1.56E-08	1.87E-07	7.806875402	6.728158393
13460	chr2	96925073	96927792	2720	*	8.02	5.66	8.88	-3.22	3.22	2.01E-07	1.34E-06	6.696803943	5.872895202
9155	chr16	28547059	28550942	3884	*	8.37	6	9.23	-3.22	3.22	7.32E-07	3.72E-06	6.135488919	5.42945706
16033	chr22	43709198	43711706	2509	*	8.03	8.88	5.66	3.22	3.22	1.64E-06	7.16E-06	5.785156152	5.145086978
13630	chr2	113835694	113838318	2625	*	8.04	5.67	8.89	-3.22	3.22	1.65E-05	4.95E-05	4.782516056	4.305394801
19065	chr5	14869005	14873205	4201	*	9.14	6.77	9.99	-3.22	3.22	2.76E-05	7.69E-05	4.559090918	4.11407366
3325	chr10	73363815	73365938	2124	*	9.26	10.11	6.89	3.22	3.22	3.92E-05	0.000104	4.406713933	3.982966661
13689	chr2	128363577	128367062	3486	*	8.37	9.22	6	3.22	3.22	0.000112	0.000262	3.950781977	3.581698709
22961	chr7	108646029	108649092	3064	*	8.42	6.05	9.27	-3.22	3.22	0.000133	0.000305	3.876148359	3.515700161
21333	chr6	106959009	106964662	5654	*	8.83	6.46	9.69	-3.23	3.23	3.28E-17	3.43E-14	16.48412616	13.46470588
24713	chr9	15720692	15722654	1963	*	8.12	8.97	5.75	3.23	3.23	9.92E-12	8.13E-10	11.00348833	9.089909454
19558	chr5	90262400	90264825	2426	*	9.01	9.86	6.63	3.23	3.23	1.19E-11	9.09E-10	10.92445304	9.041436117
14898	chr20	35396312	35399182	2871	*	9.23	6.85	10.08	-3.23	3.23	3.40E-11	2.01E-09	10.46852108	8.696803943
3805	chr10	123355255	123358691	3437	*	8.86	6.48	9.71	-3.23	3.23	1.68E-10	6.46E-09	9.774690718	8.189767482
1873	chr1	172614400	172617921	3522	*	10.21	11.06	7.83	3.23	3.23	4.19E-10	1.23E-08	9.377785977	7.910094889
14932	chr20	37082705	37085408	2704	*	8.51	9.37	6.14	3.23	3.23	1.41E-09	3.16E-08	8.850780887	7.500312917
16813	chr3	74832730	74839688	6959	*	10.77	11.63	8.39	3.23	3.23	1.31E-08	1.65E-07	7.882728704	6.782516056
20929	chr6	41700528	41704520	3993	*	9.1	6.73	9.96	-3.23	3.23	2.51E-08	2.65E-07	7.600326279	6.576754126
20317	chr6	709982	712131	2150	*	8.33	5.96	9.19	-3.23	3.23	4.56E-08	4.20E-07	7.341035157	6.37675071
12714	chr2	17041807	17043875	2069	*	9.13	9.98	6.76	3.23	3.23	1.18E-07	8.88E-07	6.928117993	6.051587034
20151	chr5	169893483	169894976	1494	*	8.06	8.92	5.69	3.23	3.23	1.05E-06	4.97E-06	5.978810701	5.303643611
16107	chr3	4989296	4992608	3313	*	8.02	5.65	8.87	-3.23	3.23	1.27E-06	5.77E-06	5.896196279	5.238824187
3743	chr10	115849010	115851328	2319	*	8.52	6.15	9.37	-3.23	3.23	5.41E-06	1.91E-05	5.266802735	4.718966633
21132	chr6	64755976	64758100	2125	*	8.27	5.9	9.12	-3.23	3.23	9.63E-06	3.12E-05	5.016373713	4.505845406
8688	chr15	84513739	84517159	3421	*	8.58	9.44	6.21	3.23	3.23	5.26E-05	0.000135	4.279014256	3.869666232
22309	chr7	32699367	32702029	2663	*	8.3	9.15	5.91	3.24	3.24	1.74E-14	6.05E-12	13.75945075	11.21824463
22270	chr7	29035402	29037167	1766	*	8.12	8.97	5.74	3.24	3.24	3.16E-09	5.80E-08	8.500312917	7.236572006
13364	chr2	74794443	74796311	1869	*	9.02	9.87	6.64	3.24	3.24	5.54E-09	8.71E-08	8.256490235	7.059981845
6938	chr13	74250799	74252277	1479	*	8.18	5.79	9.03	-3.24	3.24	1.46E-08	1.79E-07	7.835647144	6.747146969
25213	chr9	95940930	95943240	2311	*	8.56	9.41	6.17	3.24	3.24	1.49E-06	6.61E-06	5.826813732	5.179798541
10361	chr17	42884371	42887861	3491	*	8.25	9.1	5.87	3.24	3.24	1.46E-05	4.46E-05	4.835647144	4.350665141
25707	chr9	136683505	136687080	3576	*	9.05	9.9	6.66	3.24	3.24	6.59E-05	0.000165	4.181114585	3.782516056
18990	chr5	655957	659573	3617	*	9.66	10.51	7.27	3.24	3.24	0.000109	0.000257	3.962573502	3.590066877
2663	chr1	246180659	246183780	3122	*	8.69	9.54	6.3	3.25	3.25	1.08E-15	5.95E-13	14.96657624	12.22548303
3172	chr10	48316571	48319092	2522	*	9.23	6.83	10.09	-3.25	3.25	1.34E-15	7.21E-13	14.8728952	12.14206474
2662	chr1	246141943	246144706	2764	*	8.75	9.61	6.36	3.25	3.25	2.60E-13	4.88E-11	12.58502665	10.31158018
22238	chr7	26686592	26690223	3632	*	8.84	9.7	6.45	3.25	3.25	1.97E-12	2.39E-10	11.70553377	9.621602099
16672	chr3	55885574	55886518	945	*	8.03	8.89	5.64	3.25	3.25	3.16E-11	1.90E-09	10.50031292	8.721246399
24916	chr9	41274692	41277657	2966	*	10.4	11.26	8.01	3.25	3.25	3.52E-10	1.09E-08	9.453457337	7.962573502
5943	chr12	69477907	69481860	3954	*	9.51	10.36	7.12	3.25	3.25	1.38E-08	1.72E-07	7.860120914	6.764471553
23688	chr8	29097264	29099367	2104	*	8.68	6.28	9.54	-3.25	3.25	1.31E-06	5.96E-06	5.882728704	5.22475374
2546	chr1	234878802	234883576	4775	*	9.1	6.71	9.96	-3.25	3.25	2.52E-05	7.13E-05	4.598599459	4.14691047
17865	chr4	6973359	6976231	2873	*	8.8	6.4	9.65	-3.26	3.26	6.14E-15	2.64E-12	14.21183163	11.57839607
14052	chr2	186060902	186062627	1726	*	8.57	9.42	6.16	3.26	3.26	2.43E-13	4.78E-11	12.61439373	10.3205721
4593	chr11	67059648	67061207	1560	*	8.3	9.16	5.89	3.26	3.26	2.60E-13	4.88E-11	12.58502665	10.31158018
25125	chr9	90363357	90366269	2913	*	8.82	9.67	6.42	3.26	3.26	9.26E-11	4.20E-09	10.03338901	8.37675071
25490	chr9	124000548	124003644	3097	*	8.73	9.58	6.33	3.26	3.26	1.09E-08	1.44E-07	7.962573502	6.841637508
4303	chr11	44632247	44634056	1810	*	8.08	8.94	5.68	3.26	3.26	6.12E-07	3.23E-06	6.213248578	5.490797478
3801	chr10	122937784	122939515	1732	*	7.99	5.59	8.85	-3.26	3.26	1.33E-06	6.01E-06	5.876148359	5.221125528
14512	chr2	235187562	235190424	2863	*	8.38	9.24	5.98	3.26	3.26	1.44E-06	6.42E-06	5.841637508	5.192464972
17134	chr3	127890885	127894744	3860	*	8.17	9.02	5.76	3.26	3.26	3.03E-06	1.18E-05	5.518557371	4.928117993
2356	chr1	217700022	217702527	2506	*	8.65	9.5	6.24	3.26	3.26	5.15E-06	1.84E-05	5.288192771	4.735182177
22984	chr7	113724580	113728406	3827	*	9.57	7.17	10.43	-3.26	3.26	3.45E-05	9.33E-05	4.462180905	4.030118356
19941	chr5	140892113	140894742	2630	*	8.19	5.78	9.05	-3.27	3.27	8.38E-21	3.60E-17	20.07675598	16.4436975
17578	chr3	178104405	178106563	2159	*	8.38	5.97	9.24	-3.27	3.27	2.78E-18	5.52E-15	17.5559552	14.25806092
13707	chr2	129341959	129343399	1441	*	9.51	10.37	7.1	3.27	3.27	1.50E-10	5.94E-09	9.823908741	8.226213555
24450	chr8	130070707	130072493	1787	*	8.3	9.16	5.88	3.27	3.27	2.42E-10	8.37E-09	9.616184634	8.077274542
19740	chr5	115905824	115912721	6898	*	9.76	7.34	10.62	-3.27	3.27	3.09E-08	3.11E-07	7.510041521	6.507239611
11187	chr18	37418979	37421904	2926	*	10.37	11.22	7.95	3.27	3.27	2.77E-07	1.71E-06	6.557520231	5.76700389
11051	chr18	13446822	13448822	2001	*	8.01	8.87	5.6	3.27	3.27	6.88E-07	3.54E-06	6.162411562	5.450996738
15412	chr21	37518886	37522977	4092	*	8.37	9.23	5.96	3.27	3.27	1.00E-05	3.24E-05	5	4.48945499
14264	chr2	212763507	212766392	2886	*	8.05	5.64	8.91	-3.27	3.27	1.10E-05	3.49E-05	4.958607315	4.457174573
824	chr1	45792139	45796322	4184	*	8.76	6.34	9.62	-3.27	3.27	1.50E-05	4.56E-05	4.823908741	4.341035157
14188	chr2	203865789	203868919	3131	*	8.16	5.74	9.02	-3.27	3.27	0.000359	0.000746	3.444905551	3.127261173
18193	chr4	68427308	68428470	1163	*	8.45	6.03	9.31	-3.28	3.28	4.07E-14	1.16E-11	13.39040559	10.93554201
9523	chr16	74553835	74556354	2520	*	8.26	5.84	9.12	-3.28	3.28	1.84E-12	2.27E-10	11.73518218	9.643974143
9908	chr17	10094565	10096970	2406	*	9.58	10.44	7.15	3.28	3.28	6.31E-12	5.84E-10	11.19997064	9.233587153
17664	chr3	187525654	187530308	4655	*	8.93	6.52	9.79	-3.28	3.28	1.62E-10	6.28E-09	9.790484985	8.202040356
24311	chr8	110610195	110614369	4175	*	9.63	10.49	7.21	3.28	3.28	3.17E-10	1.01E-08	9.498940738	7.995678626
4861	chr11	90536287	90539136	2850	*	8.12	5.7	8.97	-3.28	3.28	2.42E-08	2.58E-07	7.616184634	6.588380294
25320	chr9	108755786	108757999	2214	*	8.01	8.87	5.58	3.28	3.28	4.47E-07	2.52E-06	6.349692477	5.598599459
17641	chr3	185462671	185464835	2165	*	8.11	8.97	5.69	3.28	3.28	6.01E-07	3.18E-06	6.221125528	5.49757288
4666	chr11	71332592	71336699	4108	*	9.85	10.71	7.42	3.28	3.28	8.90E-07	4.34E-06	6.050609993	5.36251027
3215	chr10	60238980	60239877	898	*	8.08	8.94	5.66	3.28	3.28	1.43E-06	6.39E-06	5.844663963	5.194499142
299	chr1	20902041	20905889	3849	*	8.1	8.96	5.68	3.28	3.28	3.45E-06	1.32E-05	5.462180905	4.879426069
23577	chr8	21198970	21203474	4505	*	10.7	11.56	8.28	3.28	3.28	1.66E-05	4.97E-05	4.779891912	4.303643611
8642	chr15	79424677	79428005	3329	*	8.76	9.62	6.35	3.28	3.28	2.21E-05	6.36E-05	4.655607726	4.196542884
11252	chr18	46580619	46583249	2631	*	9.2	10.06	6.78	3.28	3.28	5.19E-05	0.000133	4.284832642	3.876148359
7632	chr14	73756758	73759085	2328	*	8.28	9.14	5.86	3.28	3.28	5.64E-05	0.000144	4.248720896	3.841637508
3433	chr10	86208860	86210567	1708	*	8.74	9.6	6.31	3.29	3.29	2.90E-10	9.48E-09	9.537602002	8.023191663
3276	chr10	65307040	65308928	1889	*	8.11	8.97	5.67	3.29	3.29	4.25E-09	7.24E-08	8.37161107	7.140261434
589	chr1	33206820	33209298	2479	*	8.05	5.62	8.91	-3.29	3.29	4.65E-09	7.72E-08	8.332547047	7.1123827
8438	chr15	65656248	65661465	5218	*	8.61	6.18	9.47	-3.29	3.29	1.41E-08	1.74E-07	7.850780887	6.759450752
9570	chr16	78990546	78992347	1802	*	8.04	5.61	8.9	-3.29	3.29	1.67E-08	1.96E-07	7.777283529	6.707743929
8647	chr15	80753807	80756665	2859	*	8.16	9.01	5.73	3.29	3.29	2.18E-06	9.03E-06	5.661543506	5.04431225
8034	chr15	31292481	31295959	3479	*	9.37	6.93	10.23	-3.29	3.29	3.13E-06	1.22E-05	5.504455662	4.913640169
2811	chr10	8144265	8147167	2903	*	8.5	6.07	9.36	-3.29	3.29	4.25E-06	1.57E-05	5.37161107	4.804100348
5063	chr11	117389035	117391707	2673	*	9.01	9.87	6.58	3.29	3.29	3.50E-05	9.45E-05	4.455931956	4.024568191
23001	chr7	115930719	115933698	2980	*	8.27	5.84	9.13	-3.29	3.29	4.99E-05	0.000129	4.301899454	3.88941029
23155	chr7	134012958	134016580	3623	*	9.15	6.72	10.01	-3.29	3.29	8.63E-05	0.000209	4.063989204	3.679853714
14625	chr20	1926585	1927850	1266	*	8.2	5.77	9.06	-3.29	3.29	0.000348	0.000726	3.458420756	3.139063379
17965	chr4	24877155	24881004	3850	*	8.28	5.85	9.14	-3.3	3.3	2.14E-16	1.57E-13	15.66958623	12.80410035
6638	chr13	32582795	32584596	1802	*	9.05	9.91	6.6	3.3	3.3	1.35E-11	9.82E-10	10.86966623	9.007888512
19566	chr5	90498569	90499759	1191	*	8.16	9.02	5.72	3.3	3.3	1.35E-10	5.53E-09	9.869666232	8.257274869
21938	chr6	164240790	164243108	2319	*	8.27	5.83	9.13	-3.3	3.3	2.38E-10	8.30E-09	9.623423043	8.080921908
15698	chr22	25479375	25481700	2326	*	8.18	9.04	5.75	3.3	3.3	1.99E-06	8.37E-06	5.701146924	5.077274542
23383	chr7	154644378	154645546	1169	*	8.1	8.96	5.67	3.3	3.3	2.15E-06	8.95E-06	5.66756154	5.048176965
24163	chr8	96487749	96492128	4380	*	9.5	10.36	7.06	3.3	3.3	9.65E-06	3.13E-05	5.015472687	4.504455662
13163	chr2	60659812	60664497	4686	*	8.61	9.47	6.17	3.3	3.3	5.46E-05	0.000139	4.262807357	3.8569852
12348	chr19	48501570	48505527	3958	*	8.82	9.68	6.39	3.3	3.3	0.00033	0.000691	3.48148606	3.160521953
16651	chr3	53661540	53665592	4053	*	8.48	6.04	9.34	-3.3	3.3	0.000396	0.000814	3.402304814	3.089375595
4996	chr11	109053941	109055639	1699	*	9.39	10.25	6.93	3.31	3.31	2.45E-08	2.61E-07	7.610833916	6.583359493
21373	chr6	109069414	109071125	1712	*	8.09	8.95	5.64	3.31	3.31	4.11E-08	3.88E-07	7.386158178	6.411168274
18659	chr4	142039093	142040363	1271	*	8.19	9.05	5.74	3.31	3.31	3.52E-07	2.06E-06	6.453457337	5.68613278
8975	chr16	10630121	10635375	5255	*	10.13	7.68	10.99	-3.31	3.31	1.95E-06	8.25E-06	5.709965389	5.083546051
1791	chr1	164750425	164754585	4161	*	8.41	5.96	9.27	-3.31	3.31	2.01E-06	8.45E-06	5.696803943	5.073143291
13524	chr2	101291769	101293674	1906	*	8.56	9.42	6.11	3.31	3.31	6.68E-06	2.29E-05	5.175223538	4.640164518
25162	chr9	92491061	92493864	2804	*	8.98	6.53	9.84	-3.31	3.31	1.22E-05	3.83E-05	4.913640169	4.416801226
18405	chr4	90664299	90669088	4790	*	9.07	6.63	9.94	-3.31	3.31	1.56E-05	4.72E-05	4.806875402	4.326058001
8141	chr15	41076680	41081919	5240	*	8.81	6.36	9.67	-3.31	3.31	2.58E-05	7.26E-05	4.588380294	4.139063379
3109	chr10	35007189	35012531	5343	*	9.33	6.88	10.19	-3.31	3.31	9.01E-05	0.000217	4.045275209	3.663540266
22237	chr7	26669087	26672254	3168	*	9.33	10.2	6.88	3.32	3.32	2.10E-13	4.43E-11	12.67778071	10.35359627
25033	chr9	81445762	81448980	3219	*	8.57	9.43	6.11	3.32	3.32	4.20E-12	4.21E-10	11.37675071	9.375717904
25392	chr9	113338478	113344706	6229	*	9.61	7.15	10.47	-3.32	3.32	1.67E-10	6.42E-09	9.777283529	8.192464972
19358	chr5	64479912	64482492	2581	*	8.39	5.94	9.26	-3.32	3.32	2.24E-10	7.93E-09	9.649751982	8.100726813
12779	chr2	24374257	24376869	2613	*	8.1	8.96	5.64	3.32	3.32	3.16E-09	5.79E-08	8.500312917	7.237321436
25450	chr9	117565066	117569482	4417	*	8.95	6.5	9.81	-3.32	3.32	6.91E-09	1.03E-07	8.160521953	6.987162775
22404	chr7	44454374	44456800	2427	*	8.34	9.2	5.88	3.32	3.32	9.58E-09	1.31E-07	8.018634491	6.882728704
24897	chr9	38398621	38400547	1927	*	8.01	8.87	5.55	3.32	3.32	2.42E-08	2.59E-07	7.616184634	6.586700236
24866	chr9	36344083	36346856	2774	*	7.92	5.46	8.78	-3.32	3.32	4.59E-07	2.57E-06	6.338187314	5.590066877
6046	chr12	89727586	89731016	3431	*	7.96	5.5	8.82	-3.32	3.32	1.03E-06	4.88E-06	5.987162775	5.311580178
4430	chr11	61689929	61693038	3110	*	8.85	6.39	9.71	-3.32	3.32	1.10E-06	5.17E-06	5.958607315	5.286509457
4415	chr11	61150449	61152947	2499	*	8.46	9.33	6.01	3.32	3.32	1.57E-06	6.91E-06	5.804100348	5.160521953
13609	chr2	112788565	112791860	3296	*	8.49	6.03	9.36	-3.32	3.32	2.08E-06	8.68E-06	5.681936665	5.061480275
2723	chr10	3311889	3314677	2789	*	8.73	9.59	6.26	3.32	3.32	9.66E-06	3.13E-05	5.015022874	4.504455662
19106	chr5	31944961	31949915	4955	*	8.94	6.49	9.8	-3.32	3.32	1.04E-05	3.32E-05	4.982966661	4.478861916
19251	chr5	50676737	50683877	7141	*	9.31	6.85	10.17	-3.33	3.33	1.59E-14	5.67E-12	13.79860288	11.24641694
1367	chr1	111964671	111966515	1845	*	8.15	5.68	9.01	-3.33	3.33	1.04E-12	1.41E-10	11.98296666	9.850780887
24129	chr8	94036100	94037099	1000	*	8.71	9.57	6.24	3.33	3.33	2.46E-12	2.75E-10	11.60906489	9.560667306
4510	chr11	64321857	64327446	5590	*	9.42	6.95	10.28	-3.33	3.33	7.83E-11	3.71E-09	10.10623824	8.43062609
17216	chr3	133820239	133826121	5883	*	9.93	10.8	7.47	3.33	3.33	1.49E-09	3.32E-08	8.826813732	7.478861916
10491	chr17	56452589	56457118	4530	*	8.08	5.61	8.94	-3.33	3.33	7.42E-07	3.76E-06	6.129596095	5.424812155
21819	chr6	155026385	155028920	2536	*	8.64	9.51	6.17	3.33	3.33	1.00E-05	3.24E-05	5	4.48945499
10909	chr18	497268	501424	4157	*	8.99	6.53	9.86	-3.33	3.33	1.45E-05	4.42E-05	4.838631998	4.354577731
16281	chr3	19187939	19189761	1823	*	8.31	5.84	9.17	-3.33	3.33	1.49E-05	4.54E-05	4.826813732	4.342944147
16254	chr3	15533870	15536325	2456	*	8.46	9.32	5.99	3.33	3.33	2.39E-05	6.80E-05	4.621602099	4.167491087
15553	chr21	46966198	46968654	2457	*	8.34	5.88	9.2	-3.33	3.33	7.12E-05	0.000177	4.147520006	3.752026734
19960	chr5	141463584	141465946	2363	*	8.34	9.2	5.86	3.34	3.34	5.55E-15	2.55E-12	14.25570702	11.59345982
13948	chr2	172307032	172308866	1835	*	8.43	9.29	5.95	3.34	3.34	8.59E-15	3.51E-12	14.06600684	11.45469288
20206	chr5	172728409	172731637	3229	*	8.48	6	9.34	-3.34	3.34	1.76E-11	1.22E-09	10.75448733	8.913640169
5678	chr12	50459507	50461297	1791	*	8.63	9.49	6.16	3.34	3.34	7.57E-11	3.63E-09	10.12090412	8.440093375
7984	chr14	105720096	105722142	2047	*	8.24	9.1	5.77	3.34	3.34	1.24E-09	2.86E-08	8.906578315	7.543633967
24534	chr8	142230453	142232515	2063	*	8.3	5.83	9.17	-3.34	3.34	1.19E-06	5.51E-06	5.924453039	5.258848401
7943	chr14	103638412	103643673	5262	*	8.81	9.68	6.34	3.34	3.34	1.69E-06	7.34E-06	5.772113295	5.13430394
16942	chr3	106929607	106932544	2938	*	7.94	5.46	8.81	-3.34	3.34	1.83E-06	7.84E-06	5.73754891	5.105683937
23442	chr8	4451007	4454010	3004	*	8.59	9.45	6.11	3.34	3.34	2.27E-06	9.34E-06	5.643974143	5.029653124
8650	chr15	80897313	80900733	3421	*	8.61	9.47	6.13	3.34	3.34	3.44E-06	1.32E-05	5.463441557	4.879426069
6617	chr13	30162839	30166250	3412	*	8.24	9.1	5.76	3.34	3.34	7.50E-06	2.52E-05	5.124938737	4.598599459
3324	chr10	73246204	73249216	3013	*	9.21	10.08	6.74	3.34	3.34	1.60E-05	4.84E-05	4.795880017	4.315154638
10525	chr17	57472450	57474471	2022	*	8.17	9.04	5.7	3.34	3.34	2.05E-05	5.97E-05	4.688246139	4.224025669
23578	chr8	21204680	21207500	2821	*	9.92	10.79	7.44	3.34	3.34	5.13E-05	0.000132	4.289882635	3.879426069
23585	chr8	21800677	21803150	2474	*	8.43	9.3	5.96	3.34	3.34	0.000362	0.000751	3.441291429	3.124360063
10144	chr17	29781282	29785282	4001	*	8.7	6.23	9.57	-3.34	3.34	0.000603	0.00119	3.219682688	2.924453039
2030	chr1	183577748	183581942	4195	*	8.85	9.72	6.37	3.35	3.35	7.07E-16	4.23E-13	15.15058059	12.37365963
24328	chr8	119337385	119338747	1363	*	8.21	9.08	5.73	3.35	3.35	2.38E-13	4.71E-11	12.62342304	10.32697909
5987	chr12	76214095	76216714	2620	*	8.3	9.16	5.82	3.35	3.35	2.28E-12	2.66E-10	11.64206515	9.575118363
3774	chr10	120970650	120974479	3830	*	9.25	10.11	6.76	3.35	3.35	6.67E-10	1.75E-08	9.175874166	7.756961951
17316	chr3	142607030	142609642	2613	*	8.38	5.89	9.24	-3.35	3.35	3.63E-09	6.46E-08	8.440093375	7.189767482
18325	chr4	83701233	83704916	3684	*	8.21	5.72	9.07	-3.35	3.35	3.74E-07	2.17E-06	6.427128398	5.663540266
16034	chr22	43715200	43718962	3763	*	8.62	9.48	6.14	3.35	3.35	1.64E-06	7.15E-06	5.785156152	5.145693958
11249	chr18	46531833	46534533	2701	*	9.56	7.08	10.43	-3.35	3.35	2.21E-06	9.13E-06	5.655607726	5.039529222
12195	chr19	41089877	41092810	2934	*	8.57	9.43	6.08	3.35	3.35	2.24E-06	9.25E-06	5.649751982	5.033858267
19088	chr5	18102330	18105631	3302	*	8.53	9.39	6.04	3.35	3.35	3.10E-06	1.21E-05	5.508638306	4.91721463
9244	chr16	46817310	46820549	3240	*	8.83	6.35	9.7	-3.35	3.35	1.57E-05	4.76E-05	4.804100348	4.322393047
25401	chr9	114582078	114584876	2799	*	8.89	9.76	6.41	3.35	3.35	1.58E-05	4.78E-05	4.801342913	4.320572103
15731	chr22	29424345	29429387	5043	*	9.31	6.82	10.17	-3.36	3.36	1.99E-12	2.40E-10	11.70114692	9.619788758
14440	chr2	228772107	228774005	1899	*	8.6	9.47	6.11	3.36	3.36	6.55E-12	6.02E-10	11.1837587	9.220403509
2291	chr1	211618460	211619960	1501	*	8.04	8.91	5.55	3.36	3.36	1.20E-09	2.80E-08	8.920818754	7.552841969
24656	chr9	4782606	4785224	2619	*	8.9	6.41	9.77	-3.36	3.36	1.45E-07	1.04E-06	6.838631998	5.982966661
2233	chr1	205603914	205606976	3063	*	8.1	5.6	8.96	-3.36	3.36	3.11E-07	1.87E-06	6.507239611	5.728158393
1849	chr1	169775510	169778212	2703	*	7.92	5.43	8.78	-3.36	3.36	6.13E-07	3.23E-06	6.212539525	5.490797478
9261	chr16	48502857	48505998	3142	*	8.28	5.79	9.15	-3.36	3.36	1.41E-06	6.33E-06	5.850780887	5.19859629
16975	chr3	111226823	111228855	2033	*	8.63	6.14	9.5	-3.36	3.36	1.54E-06	6.78E-06	5.812479279	5.168770306
3233	chr10	62490714	62493725	3012	*	8.51	6.02	9.38	-3.36	3.36	3.95E-06	1.48E-05	5.403402904	4.829738285
22840	chr7	100396831	100399874	3044	*	8.1	5.61	8.97	-3.36	3.36	9.18E-06	3.00E-05	5.037157319	4.522878745
5255	chr12	6225106	6226682	1577	*	8.17	9.04	5.67	3.37	3.37	7.60E-13	1.14E-10	12.11918641	9.943095149
